id,identifier,category_id,cost,fling_power,fling_effect_id,name,short_effect,effect
337,tm33,37,10000,,,TM33,Teaches Reflect to a compatible Pokémon. (Gen II: Ice Punch),Teaches Reflect to a compatible Pokémon.
338,tm34,37,10000,,,TM34,Teaches Sludge Wave to a compatible Pokémon. (Gen IV & III: Shock Wave Gen II: Swagger Gen I: Bide),Teaches Shock Wave to a compatible Pokémon.
339,tm35,37,10000,,,TM35,Teaches Flamethrower to a compatible Pokémon. (Gen II: Sleep Talk Gen I: Metronome),Teaches Flamethrower to a compatible Pokémon.
340,tm36,37,1000,,,TM36,Teaches Sludge Bomb to a compatible Pokémon. (Gen I: Selfdestruct),Teaches Sludge Bomb to a compatible Pokémon.
341,tm37,37,1000,,,TM37,Teaches Sandstorm to a compatible Pokémon. (Gen I: Egg Bomb),Teaches Sandstorm to a compatible Pokémon.
342,tm38,37,1000,,,TM38,Teaches Fire Blast to a compatible Pokémon.,Teaches Fire Blast to a compatible Pokémon.
343,tm39,37,1000,,,TM39,Teaches Rock Tomb to a compatible Pokémon. (Gen II & I: Swift),Teaches Rock Tomb to a compatible Pokémon.
344,tm40,37,1000,,,TM40,Teaches Aerial Ace to a compatible Pokémon. (Gen II: Defense Curl Gen I: Skull Bash),Teaches Aerial Ace to a compatible Pokémon.
345,tm41,37,10000,,,TM41,Teaches Torment to a compatible Pokémon. (Gen II: ThunderPunch Gen I: Softboiled),Teaches Torment to a compatible Pokémon.
346,tm42,37,1000,,,TM42,Teaches Facade to a compatible Pokémon. (Gen II & I: Dream Eater),Teaches Facade to a compatible Pokémon.
347,tm43,37,1000,,,TM43,Teaches Flame Charge to a compatible Pokémon. (Gen IV & III: Secret Power Gen II: Detect Gen I: Sky Attack),Teaches Secret Power to a compatible Pokémon.
348,tm44,37,100000,,,TM44,Teaches Rest to a compatible Pokémon.,Teaches Rest to a compatible Pokémon.
349,tm45,37,1000,,,TM45,Teaches Attract to a compatible Pokémon. (Gen I: Thunder Wave),Teaches Attract to a compatible Pokémon.
350,tm46,37,30000,,,TM46,Teaches Thief to a compatible Pokémon. (Gen I: Psywave),Teaches Thief to a compatible Pokémon.
351,tm47,37,1000,,,TM47,Teaches Low Sweep to a compatible Pokémon. (Gen IV & III & II: Steel Wing Gen I: Explosion),Teaches Steel Wing to a compatible Pokémon.
352,tm48,37,1000,,,TM48,Teaches Round to a compatible Pokémon. (Gen IV & III: Skill Swap Gen II: Fire Punch Gen I: Rock Slide),Teaches Skill Swap to a compatible Pokémon.
353,tm49,37,1000,,,TM49,Teaches Echoed Voice to a compatible Pokémon. (Gen IV & III: Snatch Gen II: Fury Cutter Gen I: Tri Attack),Teaches Snatch to a compatible Pokémon.
354,tm50,37,10000,,,TM50,Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute),Teaches Overheat to a compatible Pokémon.
355,tm51,37,1000,,,TM51,Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost),Teaches Roost to a compatible Pokémon.
356,tm52,37,100000,,,TM52,Teaches Focus Blast to a compatible Pokémon.,Teaches Focus Blast to a compatible Pokémon.
357,tm53,37,1000,,,TM53,Teaches Energy Ball to a compatible Pokémon.,Teaches Energy Ball to a compatible Pokémon.
358,tm54,37,1000,,,TM54,Teaches False Swipe to a compatible Pokémon.,Teaches False Swipe to a compatible Pokémon.
359,tm55,37,10000,,,TM55,Teaches Scald to a compatible Pokémon. (Gen IV: Brine),Teaches Brine to a compatible Pokémon.
360,tm56,37,1000,,,TM56,Teaches Fling to a compatible Pokémon.,Teaches Fling to a compatible Pokémon.
361,tm57,37,1000,,,TM57,Teaches Charge Beam to a compatible Pokémon.,Teaches Charge Beam to a compatible Pokémon.
362,tm58,37,1000,,,TM58,Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure),Teaches Endure to a compatible Pokémon.
363,tm59,37,100000,,,TM59,Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse),Teaches Dragon Pulse to a compatible Pokémon.
364,tm60,37,30000,,,TM60,Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch),Teaches Drain Punch to a compatible Pokémon.
365,tm61,37,30000,,,TM61,Teaches Will-O-Wisp to a compatible Pokémon.,Teaches Will-O-Wisp to a compatible Pokémon.
366,tm62,37,30000,,,TM62,Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind),Teaches Silver Wind to a compatible Pokémon.
367,tm63,37,50000,,,TM63,Teaches Embargo to a compatible Pokémon.,Teaches Embargo to a compatible Pokémon.
368,tm64,37,1000,,,TM64,Teaches Explosion to a compatible Pokémon.,Teaches Explosion to a compatible Pokémon.
369,tm65,37,1000,,,TM65,Teaches Shadow Claw to a compatible Pokémon.,Teaches Shadow Claw to a compatible Pokémon.
370,tm66,37,30000,,,TM66,Teaches Payback to a compatible Pokémon.,Teaches Payback to a compatible Pokémon.
371,tm67,37,30000,,,TM67,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle),Teaches Recycle to a compatible Pokémon.
372,tm68,37,30000,,,TM68,Teaches Giga Impact to a compatible Pokémon.,Teaches Giga Impact to a compatible Pokémon.
373,tm69,37,1000,,,TM69,Teaches Rock Polish to a compatible Pokémon.,Teaches Rock Polish to a compatible Pokémon.
374,tm70,37,50000,,,TM70,Teaches Flash to a compatible Pokémon.,Teaches Flash to a compatible Pokémon.
375,tm71,37,50000,,,TM71,Teaches Stone Edge to a compatible Pokémon.,Teaches Stone Edge to a compatible Pokémon.
376,tm72,37,50000,,,TM72,Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche),Teaches Avalanche to a compatible Pokémon.
377,tm73,37,1000,,,TM73,Teaches Thunder Wave to a compatible Pokémon.,Teaches Thunder Wave to a compatible Pokémon.
378,tm74,37,1000,,,TM74,Teaches Gyro Ball to a compatible Pokémon.,Teaches Gyro Ball to a compatible Pokémon.
379,tm75,37,1000,,,TM75,Teaches Swords Dance to a compatible Pokémon.,Teaches Swords Dance to a compatible Pokémon.
380,tm76,37,10000,,,TM76,Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock),Teaches Stealth Rock to a compatible Pokémon.
381,tm77,37,1000,,,TM77,Teaches Psych Up to a compatible Pokémon.,Teaches Psych Up to a compatible Pokémon.
382,tm78,37,1000,,,TM78,Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate),Teaches Captivate to a compatible Pokémon.
383,tm79,37,1000,,,TM79,Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse),Teaches Dark Pulse to a compatible Pokémon.
384,tm80,37,1000,,,TM80,Teaches Rock Slide to a compatible Pokémon.,Teaches Rock Slide to a compatible Pokémon.
385,tm81,37,1000,,,TM81,Teaches X-Scissor to a compatible Pokémon.,Teaches X-Scissor to a compatible Pokémon.
386,tm82,37,1000,,,TM82,Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk),Teaches Sleep Talk to a compatible Pokémon.
387,tm83,37,100000,,,TM83,Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift),Teaches Natural Gift to a compatible Pokémon.
388,tm84,37,1000,,,TM84,Teaches Poison Jab to a compatible Pokémon.,Teaches Poison Jab to a compatible Pokémon.
389,tm85,37,1000,,,TM85,Teaches Dream Eater to a compatible Pokémon.,Teaches Dream Eater to a compatible Pokémon.
390,tm86,37,1000,,,TM86,Teaches Grass Knot to a compatible Pokémon.,Teaches Grass Knot to a compatible Pokémon.
391,tm87,37,1000,,,TM87,Teaches Swagger to a compatible Pokémon.,Teaches Swagger to a compatible Pokémon.
392,tm88,37,20000,,,TM88,Teaches Pluck to a compatible Pokémon.,Teaches Pluck to a compatible Pokémon.
393,tm89,37,20000,,,TM89,Teaches U-turn to a compatible Pokémon.,Teaches U-Turn to a compatible Pokémon.
394,tm90,37,20000,,,TM90,Teaches Substitute to a compatible Pokémon.,Teaches Substitute to a compatible Pokémon.
395,tm91,37,20000,,,TM91,Teaches Flash Cannon to a compatible Pokémon.,Teaches Flash Cannon to a compatible Pokémon.
396,tm92,37,100000,,,TM92,Teaches Trick Room to a compatible Pokémon.,Teaches Trick Room to a compatible Pokémon.
397,hm01,37,0,,,HM01,Teaches Cut to a compatible Pokémon.,Teaches Cut to a compatible Pokémon.
398,hm02,37,0,,,HM02,Teaches Fly to a compatible Pokémon.,Teaches Fly to a compatible Pokémon.
399,hm03,37,0,,,HM03,Teaches Surf to a compatible Pokémon.,Teaches Surf to a compatible Pokémon.
400,hm04,37,0,,,HM04,Teaches Strength to a compatible Pokémon.,Teaches Strength to a compatible Pokémon.
401,hm05,37,0,,,HM05,Teaches Waterfall to a compatible Pokémon. (HS: Whirlpool DPP: Defog Gen III & II & I: Flash),Teaches Defog to a compatible Pokémon.
402,hm06,37,0,,,HM06,Teaches Dive to a compatible Pokémon. (Gen IV & III: Rock Smash Gen II: Whirlpool),Teaches Rock Smash to a compatible Pokémon.
403,hm07,37,0,,,HM07,Teaches a move to a compatible Pokémon. (Gen IV & III & II: Waterfall),Teaches Waterfall to a compatible Pokémon.
404,hm08,37,0,,,HM08,Teaches a move to a compatible Pokémon. (Gen IV: Rock Climb Gen III: Dive),Teaches Rock Climb to a compatible Pokémon.
405,explorer-kit,21,0,,,Explorer Kit,Allows visiting the Underground.,Sends the trainer to the Underground.  Only usable outside.
406,loot-sack,23,0,,,Loot Sack,Carries coal mine loot.,Unused.
407,rule-book,23,0,,,Rule Book,List of battle types and their rules.,Unused.
408,poke-radar,21,0,,,Poké Radar,Use to track down rare or shiny Pokémon. 50 steps to recharge.,"Designates several nearby patches of grass as containing Pokémon, some of which may be special radar-only Pokémon.  Successive uses in a certain way create chains of encounters with the same species; longer chains increase the chance that a shiny Pokémon of that species will appear."
409,point-card,21,0,,,Point Card,Keeps count of Battle Points earned.,Tracks Battle Points.
410,journal,21,0,,,Journal,Records prior significant activities the player took.,Records some of the trainer's activities for the day.
411,seal-case,21,0,,,Seal Case,Stores Seals that can be applied to Poké Ball capsules.,Contains Seals used for decorating Pokéballs.
412,fashion-case,21,0,,,Fashion Case,Holds Pokémon Accessories for use in Contests.,Contains Pokémon Accessories.
413,seal-bag,23,0,,,Seal Bag,Holds ten Seals for Poké Balls.,Unused.
414,pal-pad,21,0,,,Pal Pad,Use to record Friend Codes and check your own.,"Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC."
415,works-key,22,0,,,Works Key,Grants access to Valley Windworks.,Opens the front door of the Valley Windworks.  Reusable.
416,old-charm,22,0,,,Old Charm,Trade to Cynthia's grandmother in Celestic Town for HM04 (Surf).,Given to Cynthia's grandmother to get the Surf HM.
417,galactic-key,22,0,,,Galactic Key,Grants access to Galactic HQ in Veilstone City.,Grants access to Galactic HQ in Veilstone City.
418,red-chain,23,0,,,Red Chain,Used to bind Palkia and Dialga.,Unused.
419,town-map,21,0,,,Town Map,Use to see the overworld map.,"Displays a map of the region including the trainer's position, location names, visited towns, gym locations, and where the trainer has been walking recently."
420,vs-seeker,21,0,,,Vs. Seeker,Allows rebattling of on-screen trainers. 100 steps to recharge.,"Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge."
421,coin-case,21,0,,,Coin Case,Holds coins for the Game Corner.,"Contains the Coins used by the Game Corner, to a maximum of 50,000."
422,old-rod,21,0,,,Old Rod,Used to catch Pokémon in bodies of water.,"Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar."
423,good-rod,21,0,,,Good Rod,Used to catch Pokémon in bodies of water.,"Used to find Pokémon on the Good Rod list for an area, which are generally mediocre."
424,super-rod,21,0,,,Super Rod,Used to catch Pokémon in bodies of water.,"Used to find Pokémon on the Super Rod list for an area, which are generally the best available there."
425,sprayduck,21,0,,,Sprayduck,Used to water berries.,Waters Berry plants.
426,poffin-case,21,0,,,Poffin Case,Holds Poffins.,Contains up to 100 Poffins.
427,bicycle,21,0,,,Bicycle,Use for fast transit.,"Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes."
428,suite-key,20,0,,,Suite Key,Opens a locked building in the Lakeside Resort.,Opens the locked building in the lakeside resort.
429,oaks-letter,20,0,,,Oak’s Letter,"Allows access to Seabreak path, Flower Paradise, and Shaymin.",Grants access to Flower Paradise and Shaymin.
430,lunar-wing,20,0,,,Lunar Wing,Cures sailor's son of nightmares in Canalave City.,"Cures the sailor's son of his nightmares; no reward, only a side effect of seeing Cresselia."
431,member-card,20,0,,,Member Card,Allows access to Newmoon Island and Darkrai.,Provides access to Newmoon Island and Darkrai.
432,azure-flute,20,0,,,Azure Flute,Allows entry into the Hall of Origin. Unreleased.,Supposedly related to t
433,ss-ticket,22,0,,,S.S. Ticket,Ticket for a ship. (RSE: S.S. Tidal LF: S.S. Anne HG: S.S. Aqua),"Allows passage on a ferry.

The same item is used for different ferries between different games."
434,contest-pass,21,0,,,Contest Pass,Allows participation in Pokémon Contests.,Allows the trainer to enter Contests.
435,magma-stone,22,0,,,Magma Stone,Magma is sealed inside.,"Causes Heatran to appear at Reversal Mountain.

Unused prior to Black and White 2."
436,parcel,22,0,,,Parcel,Given to the trainer's rival in Jubilife City. Contains Town Maps.,"Given to the trainer's rival in Jubilife City.  Contains two Town Maps, one of which is given to the trainer upon delivery."
437,coupon-1,22,0,,,Coupon 1,The first of three tickets used to obtain a Pokétch.,One of three coupons needed to receive a Pokétch.
438,coupon-2,22,0,,,Coupon 2,The second of three tickets used to obtain a Pokétch.,One of three coupons needed to receive a Pokétch.
